,State,Year,Median Income,Standard Error
1950,Missouri,1988,"54,700","2,539"
1951,Montana,1988,"51,870","1,934"
1952,Nebraska,1988,"58,700","2,240"
1953,Nevada,1988,"65,290","2,231"
1954,New Hampshire,1988,"80,790","2,634"
1955,New Jersey,1988,"84,670","1,535"
1956,New Mexico,1988,"45,020","1,944"
1957,New York,1988,"67,470","1,559"
1958,North Carolina,1988,"56,970","1,251"
1959,North Dakota,1988,"56,210","2,354"
1960,Ohio,1988,"64,730","1,484"
1961,Oklahoma,1988,"55,220","1,764"
1962,Oregon,1988,"64,750","2,683"
1963,Pennsylvania,1988,"62,400","1,160"
1964,Rhode Island,1988,"69,630","3,696"
1965,South Carolina,1988,"59,580","2,683"
1966,South Dakota,1988,"52,020","1,640"
1967,Tennessee,1988,"48,660","2,373"
1968,Texas,1988,"58,250","1,358"
1969,Utah,1988,"61,400","2,121"
1970,Vermont,1988,"67,640","2,513"
1971,Virginia,1988,"76,180","3,078"
1972,Washington,1988,"75,430","2,403"
1973,West Virginia,1988,"45,160","2,170"
1974,Wisconsin,1988,"69,010","2,282"
1975,Wyoming,1988,"61,640","2,555"
1977,Alabama,1987 (21),"47,750","2,775"
1978,Alaska,1987 (21),"80,410","3,622"
1979,Arizona,1987 (21),"64,720","2,158"
1980,Arkansas,1987 (21),"45,550","2,439"
1981,California,1987 (21),"72,940","1,302"
1982,Colorado,1987 (21),"64,060","2,601"
1983,Connecticut,1987 (21),"79,510","3,296"
1984,Delaware,1987 (21),"70,760","2,117"
1985,District of Columbia,1987 (21),"66,430","3,109"
1986,Florida,1987 (21),"59,250","1,152"
1987,Georgia,1987 (21),"64,640","3,339"
1988,Hawaii,1987 (21),"84,740","2,599"
1989,Idaho,1987 (21),"50,220","2,018"
1990,Illinois,1987 (21),"65,530","1,297"
1991,Indiana,1987 (21),"54,490","2,284"
1992,Iowa,1987 (21),"53,690","2,207"
1993,Kansas,1987 (21),"61,900","2,178"
1994,Kentucky,1987 (21),"50,020","2,272"
1995,Louisiana,1987 (21),"51,660","2,076"
1996,Maine,1987 (21),"57,100","2,466"
1997,Maryland,1987 (21),"84,610","3,358"
1998,Massachusetts,1987 (21),"78,010","1,732"
1999,Michigan,1987 (21),"67,030","1,752"
2000,Minnesota,1987 (21),"67,950","2,693"
2001,Mississippi,1987 (21),"44,790","2,180"
2002,Missouri,1987 (21),"57,390","2,824"
2003,Montana,1987 (21),"49,540","1,933"
2004,Nebraska,1987 (21),"56,300","1,841"
2005,Nevada,1987 (21),"65,030","2,729"
2006,New Hampshire,1987 (21),"78,250","3,508"
2007,New Jersey,1987 (21),"82,850","1,921"
2008,New Mexico,1987 (21),"50,230","1,503"
2009,New York,1987 (21),"63,840","1,103"
2010,North Carolina,1987 (21),"55,070","1,311"
2011,North Dakota,1987 (21),"54,630","2,190"
2012,Ohio,1987 (21),"62,360","1,343"
2013,Oklahoma,1987 (21),"52,480","2,139"
2014,Oregon,1987 (21),"60,580","2,642"
2015,Pennsylvania,1987 (21),"61,520","1,309"
2016,Rhode Island,1987 (21),"68,460","3,484"
2017,South Carolina,1987 (21),"60,610","2,749"
2018,South Dakota,1987 (21),"51,180","1,445"
2019,Tennessee,1987 (21),"51,250","1,924"
2020,Texas,1987 (21),"59,820","1,541"
2021,Utah,1987 (21),"64,190","2,889"
2022,Vermont,1987 (21),"61,490","3,325"
2023,Virginia,1987 (21),"72,580","2,451"
2024,Washington,1987 (21),"66,100","2,681"
2025,West Virginia,1987 (21),"41,630","1,882"
2026,Wisconsin,1987 (21),"63,800","3,412"
2027,Wyoming,1987 (21),"66,760","3,528"
2029,Alabama,1986,"47,860","2,214"
2030,Alaska,1986,"78,440","2,544"
2031,Arizona,1986,"63,790","1,796"
2032,Arkansas,1986,"46,850","1,914"
2033,California,1986,"72,570","1,426"
2034,Colorado,1986,"68,020","2,316"
2035,Connecticut,1986,"81,850","4,015"
2036,Delaware,1986,"64,100","3,032"
2037,District of Columbia,1986,"60,840","3,132"
2038,Florida,1986,"57,160","1,351"
2039,Georgia,1986,"60,960","2,782"
2040,Hawaii,1986,"72,550","3,017"
2041,Idaho,1986,"51,900","1,701"
2042,Illinois,1986,"66,320","1,586"
2043,Indiana,1986,"56,850","1,774"
2044,Iowa,1986,"56,180","1,876"
2045,Kansas,1986,"59,850","1,956"
2046,Kentucky,1986,"49,710","2,516"
2047,Louisiana,1986,"52,260","2,391"
2048,Maine,1986,"58,590","2,426"
2049,Maryland,1986,"76,560","2,592"
2050,Massachusetts,1986,"75,890","1,839"
2051,Michigan,1986,"66,550","1,621"
2052,Minnesota,1986,"66,150","2,877"
2053,Mississippi,1986,"41,310","1,598"
2054,Missouri,1986,"54,840","1,931"
2055,Montana,1986,"50,850","1,874"
2056,Nebraska,1986,"54,460","2,036"
2057,Nevada,1986,"65,580","2,239"
2058,New Hampshire,1986,"76,410","2,074"
2059,New Jersey,1986,"79,330","2,106"
2060,New Mexico,1986,"49,640","1,734"
2061,New York,1986,"62,600","1,186"
2062,North Carolina,1986,"54,680","1,746"
2063,North Dakota,1986,"53,800","1,964"
2064,Ohio,1986,"62,820","1,471"
2065,Oklahoma,1986,"52,400","2,179"
2066,Oregon,1986,"61,970","2,506"
2067,Pennsylvania,1986,"59,550","1,238"
2068,Rhode Island,1986,"66,390","2,652"
2069,South Carolina,1986,"54,950","2,161"
2070,South Dakota,1986,"49,770","1,661"
2071,Tennessee,1986,"45,670","2,211"
2072,Texas,1986,"60,440","1,286"
2073,Utah,1986,"65,740","2,026"
2074,Vermont,1986,"61,530","2,509"
2075,Virginia,1986,"74,330","2,687"
2076,Washington,1986,"67,240","2,376"
2077,West Virginia,1986,"41,180","2,264"
2078,Wisconsin,1986,"66,110","2,009"
2079,Wyoming,1986,"58,930","2,159"
2081,Alabama,1985 (20),"46,610","1,932"
2082,Alaska,1985 (20),"88,440","2,769"
2083,Arizona,1985 (20),"60,710","1,892"
2084,Arkansas,1985 (20),"44,370","1,943"
2085,California,1985 (20),"68,600",890
2086,Colorado,1985 (20),"71,660","2,161"
2087,Connecticut,1985 (20),"79,050","2,871"
2088,Delaware,1985 (20),"58,430","3,473"
2089,District of Columbia,1985 (20),"53,590","1,922"
2090,Florida,1985 (20),"54,270","1,111"
2091,Georgia,1985 (20),"53,520","2,004"
2092,Hawaii,1985 (20),"73,640","3,677"
2093,Idaho,1985 (20),"52,790","1,520"
2094,Illinois,1985 (20),"63,230","1,330"
2095,Indiana,1985 (20),"57,650","1,592"
2096,Iowa,1985 (20),"53,210","1,536"
2097,Kansas,1985 (20),"57,940","2,627"
2098,Kentucky,1985 (20),"44,140","1,902"
2099,Louisiana,1985 (20),"53,850","1,851"
2100,Maine,1985 (20),"52,170","2,042"
2101,Maryland,1985 (20),"76,620","2,456"
2102,Massachusetts,1985 (20),"71,720","2,060"
2103,Michigan,1985 (20),"61,640","2,131"
2104,Minnesota,1985 (20),"60,660","2,599"
2105,Mississippi,1985 (20),"41,730","1,574"
2106,Missouri,1985 (20),"55,780","1,546"
2107,Montana,1985 (20),"51,450","2,034"
2108,Nebraska,1985 (20),"55,430","2,324"
2109,Nevada,1985 (20),"59,180","2,555"
2110,New Hampshire,1985 (20),"67,130","2,731"
2111,New Jersey,1985 (20),"78,770","1,635"
2112,New Mexico,1985 (20),"51,930","2,606"
2113,New York,1985 (20),"60,100","1,330"
2114,North Carolina,1985 (20),"54,540","1,487"
2115,North Dakota,1985 (20),"53,920","2,057"
2116,Ohio,1985 (20),"64,010","1,434"
2117,Oklahoma,1985 (20),"53,920","1,943"
2118,Oregon,1985 (20),"55,670","2,649"
2119,Pennsylvania,1985 (20),"58,170","1,368"
2120,Rhode Island,1985 (20),"62,610","2,288"
2121,South Carolina,1985 (20),"50,940","2,192"
2122,South Dakota,1985 (20),"46,130","1,785"
2123,Tennessee,1985 (20),"45,200","1,416"
2124,Texas,1985 (20),"60,370","1,388"
2125,Utah,1985 (20),"64,170","1,785"
2126,Vermont,1985 (20),"66,110","2,395"
2127,Virginia,1985 (20),"72,280","3,366"
2128,Washington,1985 (20),"61,020","1,922"
2129,West Virginia,1985 (20),"40,640","2,105"
2130,Wisconsin,1985 (20),"59,110","2,952"
2131,Wyoming,1985 (20),"56,140","2,667"
2133,Alabama,1984 (19),"45,510","1,591"
2134,Alaska,1984 (19),"85,070","3,873"
2135,Arizona,1984 (19),"56,330","1,601"
2136,Arkansas,1984 (19),"41,210","1,967"
2137,California,1984 (19),"66,480",957
2138,Colorado,1984 (19),"67,830","2,116"
2139,Connecticut,1984 (19),"78,740","3,255"
2140,Delaware,1984 (19),"67,880","2,700"
2141,District of Columbia,1984 (19),"53,650","2,261"
2142,Florida,1984 (19),"52,020","1,230"
2143,Georgia,1984 (19),"52,540","2,143"
2144,Hawaii,1984 (19),"75,920","3,197"
2145,Idaho,1984 (19),"55,450","2,532"
2146,Illinois,1984 (19),"62,450","1,491"
2147,Indiana,1984 (19),"59,860","1,867"
2148,Iowa,1984 (19),"52,220","1,959"
2149,Kansas,1984 (19),"64,750","2,398"
2150,Kentucky,1984 (19),"46,480","2,837"
2151,Louisiana,1984 (19),"49,820","2,314"
2152,Maine,1984 (19),"54,280","2,324"
2153,Maryland,1984 (19),"78,100","3,026"
2154,Massachusetts,1984 (19),"70,880","1,822"
2155,Michigan,1984 (19),"60,380","1,669"
2156,Minnesota,1984 (19),"64,240","2,403"
2157,Mississippi,1984 (19),"40,570","1,924"
2158,Missouri,1984 (19),"54,620","1,880"
2159,Montana,1984 (19),"51,360","1,893"
2160,Nebraska,1984 (19),"56,250","2,011"
2161,Nevada,1984 (19),"67,770","2,676"
2162,New Hampshire,1984 (19),"68,130","1,932"
2163,New Jersey,1984 (19),"73,020","2,103"
2164,New Mexico,1984 (19),"54,240","2,705"
2165,New York,1984 (19),"57,910","1,096"
2166,North Carolina,1984 (19),"54,080","1,685"
2167,North Dakota,1984 (19),"54,610","2,729"
2168,Ohio,1984 (19),"60,790","1,293"
2169,Oklahoma,1984 (19),"55,600","1,888"
2170,Oregon,1984 (19),"56,260","1,959"
2171,Pennsylvania,1984 (19),"53,490","1,312"
2172,Rhode Island,1984 (19),"56,820","2,229"
2173,South Carolina,1984 (19),"53,390","2,456"
2174,South Dakota,1984 (19),"51,030","2,440"
2175,Tennessee,1984 (19),"44,120","1,514"
2176,Texas,1984 (19),"60,530","1,401"
2177,Utah,1984 (19),"60,620","1,932"
2178,Vermont,1984 (19),"59,360","2,584"
2179,Virginia,1984 (19),"69,740","2,298"
2180,Washington,1984 (19),"65,770","2,164"
2181,West Virginia,1984 (19),"44,280","1,598"
2182,Wisconsin,1984 (19),"54,530","2,158"
2183,Wyoming,1984 (19),"62,610","1,922"
